timestamp,duration,data.app
2026-01-26T11:53:55.968000+00:00,10.149,opera
2026-01-26T11:53:51.889000+00:00,2.032,explorer
2026-01-26T11:53:44.791000+00:00,4.051,explorer
2026-01-26T11:53:40.724000+00:00,2.023,explorer
2026-01-26T11:53:36.628000+00:00,2.045,explorer
2026-01-26T11:53:32.540000+00:00,1.026,explorer
2026-01-26T11:53:23.326000+00:00,7.173,explorer
2026-01-26T11:53:21.301000+00:00,1.023,explorer
2026-01-26T11:53:13.140000+00:00,6.114,opera
2026-01-26T11:52:38.508000+00:00,30.554,rstudio
2026-01-26T11:52:36.447000+00:00,1.044,explorer
2026-01-26T11:52:14.063000+00:00,21.373,rstudio
2026-01-26T11:51:56.775000+00:00,16.262,explorer
2026-01-26T11:51:54.731000+00:00,1.024,explorer
2026-01-26T11:51:46.580000+00:00,7.122,explorer
2026-01-26T11:51:43.534000+00:00,2.034,explorer
2026-01-26T11:51:36.427000+00:00,6.094,rstudio
2026-01-26T11:51:00.854000+00:00,33.53,explorer
2026-01-26T11:50:46.624000+00:00,13.223,rstudio
2026-01-26T11:50:41.525000+00:00,4.086,explorer
2026-01-26T11:50:30.359000+00:00,10.152,rstudio
2026-01-26T11:50:26.300000+00:00,3.04,explorer
2026-01-26T11:49:40.430000+00:00,44.857,rstudio
2026-01-26T11:49:34.332000+00:00,5.093,explorer
2026-01-26T11:49:32.279000+00:00,1.037,explorer
2026-01-26T11:49:30.247000+00:00,1.024,explorer
2026-01-26T11:49:27.197000+00:00,2.042,explorer
2026-01-26T11:49:22.145000+00:00,3.036,explorer
2026-01-26T11:49:20.099000+00:00,1.019,explorer
2026-01-26T11:49:00.754000+00:00,18.324,rstudio
2026-01-26T11:48:54.643000+00:00,5.088,explorer
2026-01-26T11:48:29.202000+00:00,24.415,rstudio
2026-01-26T11:48:25.141000+00:00,3.049,explorer
2026-01-26T11:48:01.682000+00:00,22.438,rstudio
2026-01-26T11:47:55.573000+00:00,5.089,explorer
2026-01-26T11:47:52.513000+00:00,1.033,explorer
2026-01-26T11:47:49.466000+00:00,2.03,explorer
2026-01-26T11:47:46.415000+00:00,2.04,explorer
2026-01-26T11:47:39.289000+00:00,6.116,explorer
2026-01-26T11:47:36.255000+00:00,2.02,explorer
2026-01-26T11:47:34.201000+00:00,1.034,explorer
2026-01-26T11:47:27.061000+00:00,5.096,rstudio
2026-01-26T11:47:25.039000+00:00,1.003,opera
2026-01-26T11:47:16.865000+00:00,6.128,opera
